Repository,File Name,Class,Start Line,End Line,Displacement,Level
tests,test_requests.py,Simple Tuple,309,309,25,A1
tests,test_requests.py,Simple Tuple,326,326,25,A1
tests,test_requests.py,Simple Tuple,525,525,36,A1
tests,test_requests.py,Simple Tuple,541,541,15,A1
tests,test_requests.py,Simple Tuple,565,565,15,A1
tests,test_requests.py,16 Nested Tuple,557,562,8,A2
tests,test_requests.py,Simple Tuple,577,577,15,A1
tests,test_requests.py,9 Nested Tuple,585,592,8,A2
tests,test_requests.py,4 Nested Tuple,665,668,8,A2
tests,test_requests.py,Simple Tuple,685,685,15,A1
tests,test_requests.py,Simple Tuple,686,686,21,A1
tests,test_requests.py,25 Nested Tuple,919,925,8,A2
tests,test_requests.py,64 Nested Tuple,968,989,8,A2
tests,test_requests.py,Simple Tuple,1009,1009,8,A1
tests,test_requests.py,Simple Tuple,1070,1075,8,A1
tests,test_requests.py,16 Nested Tuple,1489,1494,8,A2
tests,test_requests.py,9 Nested Tuple,1737,1741,8,A2
tests,test_requests.py,Simple Tuple,1753,1762,8,A1
tests,test_requests.py,Simple Tuple,1773,1781,8,A1
tests,test_requests.py,Simple Tuple,1815,1815,38,A1
tests,test_requests.py,Simple Tuple,1857,1861,20,A1
tests,test_requests.py,16 Nested Tuple,1923,1928,8,A2
tests,test_requests.py,4 Nested Tuple,2070,2077,8,A2
tests,test_requests.py,Simple Tuple,2186,2186,15,A1
tests,test_requests.py,Simple Tuple,2198,2198,15,A1
tests,test_requests.py,Simple Tuple,2269,2273,8,A1
tests,test_requests.py,4 Nested Tuple,2442,2445,8,A2
tests,test_requests.py,4 Nested Tuple,2493,2496,8,A2
tests,test_requests.py,Simple Tuple,2503,2503,40,A1
tests,test_requests.py,2 Nested Tuple,2517,2517,19,A2
tests,test_requests.py,2 Nested Tuple,2527,2527,19,A2
tests,test_requests.py,2 Nested Tuple,2538,2538,19,A2
tests,test_requests.py,Simple Tuple,2620,2620,8,A1
tests,test_requests.py,Simple Tuple,2621,2621,8,A1
tests,test_requests.py,Simple Tuple,2622,2622,8,A1
tests,test_requests.py,Simple Tuple,2623,2623,8,A1
tests,test_requests.py,4 Nested Tuple,2642,2642,8,A2
tests,test_requests.py,4 Nested Tuple,2643,2643,8,A2
tests,test_requests.py,9 Nested Tuple,2644,2644,8,A2
tests,test_requests.py,121 Nested Tuple,2710,2737,8,A2
tests,test_requests.py,Simple Tuple,2753,2759,8,A1
tests,test_requests.py,1 Nested Tuple,2766,2766,47,A2
tests,test_requests.py,25 Nested Tuple,2773,2794,8,A2
tests,test_requests.py,16 Nested Tuple,2809,2830,8,A2
tests,test_requests.py,Simple Tuple,2996,2999,15,A1
tests,test_requests.py,Simple Tuple,98,98,12,A1
tests,test_requests.py,Simple Tuple,99,99,12,A1
tests,test_requests.py,Simple Tuple,100,100,12,A1
tests,test_requests.py,Simple Tuple,101,101,12,A1
tests,test_requests.py,Simple Tuple,102,102,12,A1
tests,test_requests.py,Simple Tuple,103,103,12,A1
tests,test_requests.py,Simple Tuple,104,104,12,A1
tests,test_requests.py,Simple Tuple,149,152,12,A1
tests,test_requests.py,Simple Tuple,153,156,12,A1
tests,test_requests.py,16 Nested Tuple,165,165,12,A2
tests,test_requests.py,Simple Tuple,518,518,27,A1
tests,test_requests.py,Simple Tuple,519,519,27,A1
tests,test_requests.py,Simple Tuple,520,520,27,A1
tests,test_requests.py,Simple Tuple,521,521,27,A1
tests,test_requests.py,Simple Tuple,522,522,27,A1
tests,test_requests.py,Simple Tuple,523,523,27,A1
tests,test_requests.py,Simple Tuple,558,558,12,A1
tests,test_requests.py,Simple Tuple,559,559,12,A1
tests,test_requests.py,Simple Tuple,560,560,12,A1
tests,test_requests.py,Simple Tuple,561,561,12,A1
tests,test_requests.py,Simple Tuple,587,587,12,A1
tests,test_requests.py,Simple Tuple,589,589,12,A1
tests,test_requests.py,Simple Tuple,591,591,12,A1
tests,test_requests.py,Simple Tuple,666,666,12,A1
tests,test_requests.py,Simple Tuple,667,667,12,A1
tests,test_requests.py,Simple Tuple,920,920,12,A1
tests,test_requests.py,Simple Tuple,921,921,12,A1
tests,test_requests.py,Simple Tuple,922,922,12,A1
tests,test_requests.py,Simple Tuple,923,923,12,A1
tests,test_requests.py,Simple Tuple,924,924,12,A1
tests,test_requests.py,Simple Tuple,969,969,12,A1
tests,test_requests.py,Simple Tuple,970,970,12,A1
tests,test_requests.py,Simple Tuple,971,971,12,A1
tests,test_requests.py,Simple Tuple,972,972,12,A1
tests,test_requests.py,Simple Tuple,973,973,12,A1
tests,test_requests.py,Simple Tuple,974,974,12,A1
tests,test_requests.py,Simple Tuple,975,981,12,A1
tests,test_requests.py,Simple Tuple,982,988,12,A1
tests,test_requests.py,Simple Tuple,1011,1011,32,A1
tests,test_requests.py,Simple Tuple,1013,1017,32,A1
tests,test_requests.py,Simple Tuple,1490,1490,12,A1
tests,test_requests.py,Simple Tuple,1491,1491,12,A1
tests,test_requests.py,3 Nested Tuple,1492,1492,12,A2
tests,test_requests.py,Simple Tuple,1493,1493,12,A1
tests,test_requests.py,Simple Tuple,1664,1667,61,A1
tests,test_requests.py,Simple Tuple,1738,1738,12,A1
tests,test_requests.py,Simple Tuple,1739,1739,12,A1
tests,test_requests.py,Simple Tuple,1740,1740,12,A1
tests,test_requests.py,Simple Tuple,1924,1924,12,A1
tests,test_requests.py,Simple Tuple,1925,1925,12,A1
tests,test_requests.py,Simple Tuple,1926,1926,12,A1
tests,test_requests.py,Simple Tuple,1927,1927,12,A1
tests,test_requests.py,Simple Tuple,2071,2071,12,A1
tests,test_requests.py,Simple Tuple,2072,2076,12,A1
tests,test_requests.py,Simple Tuple,2443,2443,12,A1
tests,test_requests.py,Simple Tuple,2444,2444,12,A1
tests,test_requests.py,2 Nested Tuple,2494,2494,12,A2
tests,test_requests.py,Simple Tuple,2495,2495,12,A1
tests,test_requests.py,Simple Tuple,2517,2517,20,A1
tests,test_requests.py,Simple Tuple,2527,2527,20,A1
tests,test_requests.py,Simple Tuple,2538,2538,20,A1
tests,test_requests.py,Simple Tuple,2601,2601,41,A1
tests,test_requests.py,Simple Tuple,2613,2613,29,A1
tests,test_requests.py,Simple Tuple,2642,2642,9,A1
tests,test_requests.py,Simple Tuple,2642,2642,21,A1
tests,test_requests.py,Simple Tuple,2643,2643,9,A1
tests,test_requests.py,Simple Tuple,2643,2643,21,A1
tests,test_requests.py,Simple Tuple,2644,2644,9,A1
tests,test_requests.py,Simple Tuple,2644,2644,21,A1
tests,test_requests.py,Simple Tuple,2644,2644,33,A1
tests,test_requests.py,Simple Tuple,2711,2711,12,A1
tests,test_requests.py,Simple Tuple,2712,2712,12,A1
tests,test_requests.py,Simple Tuple,2713,2713,12,A1
tests,test_requests.py,Simple Tuple,2714,2714,12,A1
tests,test_requests.py,Simple Tuple,2715,2715,12,A1
tests,test_requests.py,Simple Tuple,2716,2719,12,A1
tests,test_requests.py,Simple Tuple,2720,2723,12,A1
tests,test_requests.py,Simple Tuple,2724,2727,12,A1
tests,test_requests.py,Simple Tuple,2728,2728,12,A1
tests,test_requests.py,Simple Tuple,2729,2732,12,A1
tests,test_requests.py,Simple Tuple,2733,2736,12,A1
tests,test_requests.py,Simple Tuple,2766,2766,48,A1
tests,test_requests.py,Simple Tuple,2774,2777,12,A1
tests,test_requests.py,Simple Tuple,2778,2781,12,A1
tests,test_requests.py,Simple Tuple,2782,2785,12,A1
tests,test_requests.py,Simple Tuple,2786,2789,12,A1
tests,test_requests.py,Simple Tuple,2790,2793,12,A1
tests,test_requests.py,Simple Tuple,2810,2814,12,A1
tests,test_requests.py,Simple Tuple,2815,2819,12,A1
tests,test_requests.py,Simple Tuple,2820,2824,12,A1
tests,test_requests.py,Simple Tuple,2825,2829,12,A1
tests,test_requests.py,Simple Tuple,2894,2894,23,A1
tests,test_requests.py,Simple Tuple,2927,2927,23,A1
tests,test_requests.py,Simple Tuple,2960,2960,23,A1
tests,test_requests.py,Simple Tuple,3000,3000,23,A1
tests,test_requests.py,Simple Tuple,165,165,13,A1
tests,test_requests.py,Simple Tuple,165,165,23,A1
tests,test_requests.py,Simple Tuple,165,165,33,A1
tests,test_requests.py,Simple Tuple,165,165,43,A1
tests,test_requests.py,Simple Tuple,512,512,43,A1
tests,test_requests.py,Simple Tuple,512,512,59,A1
tests,test_requests.py,Simple Tuple,1492,1492,50,A1
tests,test_requests.py,Simple Tuple,1873,1873,17,A1
tests,test_requests.py,Simple Tuple,1880,1880,53,A1
tests,test_requests.py,Simple Tuple,2494,2494,13,A1
tests,test_requests.py,Simple Tuple,961,961,48,A1
tests,test_requests.py,Simple Tuple,1135,1135,29,A1
tests,test_requests.py,Simple Tuple,1136,1136,29,A1
tests,test_requests.py,Simple Tuple,2271,2271,33,A1
tests,test_requests.py,Simple Tuple,2271,2271,49,A1
tests,test_requests.py,Simple Tuple,2374,2374,40,A1
tests,test_requests.py,Simple Tuple,1064,1064,31,A1
tests,test_requests.py,Simple Tuple,1082,1082,31,A1
tests,test_requests.py,Simple Tuple,1093,1093,31,A1
tests,test_requests.py,Simple Dictionary,2590,2590,11,A2
tests,test_requests.py,1 Nested Dictionary,2603,2610,27,B1
tests,test_requests.py,Simple Dictionary,2631,2631,13,A2
tests,test_requests.py,Simple Dictionary,114,114,19,A2
tests,test_requests.py,Simple Dictionary,136,136,18,A2
tests,test_requests.py,Simple Dictionary,362,362,16,A2
tests,test_requests.py,Simple Dictionary,370,370,16,A2
tests,test_requests.py,Simple Dictionary,469,469,18,A2
tests,test_requests.py,Simple Dictionary,527,527,16,A2
tests,test_requests.py,Simple Dictionary,674,677,18,A2
tests,test_requests.py,Simple Dictionary,1226,1247,20,A2
tests,test_requests.py,Simple Dictionary,1255,1255,15,A2
tests,test_requests.py,Simple Dictionary,1640,1640,22,A2
tests,test_requests.py,Simple Dictionary,1714,1714,18,A2
tests,test_requests.py,Simple Dictionary,1725,1730,24,A2
tests,test_requests.py,Simple Dictionary,1817,1817,15,A2
tests,test_requests.py,Simple Dictionary,1818,1818,16,A2
tests,test_requests.py,Simple Dictionary,2141,2144,18,A2
tests,test_requests.py,Simple Dictionary,2561,2561,23,A2
tests,test_requests.py,Simple Dictionary,2609,2609,19,A2
tests,test_requests.py,Simple Dictionary,2662,2667,8,A2
tests,test_requests.py,1 Nested Dictionary,2668,2674,8,B1
tests,test_requests.py,Simple Dictionary,2675,2675,8,A2
tests,test_requests.py,Simple Dictionary,2842,2842,15,A2
tests,test_requests.py,Simple Dictionary,426,426,28,A2
tests,test_requests.py,Simple Dictionary,437,437,28,A2
tests,test_requests.py,Simple Dictionary,449,449,33,A2
tests,test_requests.py,Simple Dictionary,451,451,40,A2
tests,test_requests.py,Simple Dictionary,657,657,31,A2
tests,test_requests.py,Simple Dictionary,659,659,50,A2
tests,test_requests.py,Simple Dictionary,890,890,29,A2
tests,test_requests.py,Simple Dictionary,893,893,29,A2
tests,test_requests.py,Simple Dictionary,1071,1071,12,A2
tests,test_requests.py,Simple Dictionary,1072,1072,12,A2
tests,test_requests.py,Simple Dictionary,1073,1073,12,A2
tests,test_requests.py,Simple Dictionary,1074,1074,12,A2
tests,test_requests.py,Simple Dictionary,1102,1102,20,A2
tests,test_requests.py,Simple Dictionary,1113,1113,20,A2
tests,test_requests.py,Simple Dictionary,1592,1592,25,A2
tests,test_requests.py,Simple Dictionary,1593,1593,25,A2
tests,test_requests.py,Simple Dictionary,1702,1702,35,A2
tests,test_requests.py,Simple Dictionary,1754,1754,12,A2
tests,test_requests.py,Simple Dictionary,1755,1755,12,A2
tests,test_requests.py,Simple Dictionary,1756,1756,12,A2
tests,test_requests.py,Simple Dictionary,1757,1757,12,A2
tests,test_requests.py,Simple Dictionary,1758,1758,12,A2
tests,test_requests.py,Simple Dictionary,1759,1759,12,A2
tests,test_requests.py,Simple Dictionary,1760,1760,12,A2
tests,test_requests.py,Simple Dictionary,1761,1761,12,A2
tests,test_requests.py,Simple Dictionary,1774,1774,12,A2
tests,test_requests.py,Simple Dictionary,1775,1775,12,A2
tests,test_requests.py,Simple Dictionary,1776,1776,12,A2
tests,test_requests.py,Simple Dictionary,1777,1777,12,A2
tests,test_requests.py,Simple Dictionary,1778,1778,12,A2
tests,test_requests.py,Simple Dictionary,1779,1779,12,A2
tests,test_requests.py,Simple Dictionary,1780,1780,12,A2
tests,test_requests.py,Simple Dictionary,2096,2096,15,A2
tests,test_requests.py,Simple Dictionary,2154,2154,26,A2
tests,test_requests.py,Simple Dictionary,2159,2159,26,A2
tests,test_requests.py,Simple Dictionary,2234,2234,42,A2
tests,test_requests.py,Simple Dictionary,2236,2236,41,A2
tests,test_requests.py,Simple Dictionary,2287,2287,34,A2
tests,test_requests.py,Simple Dictionary,2292,2292,34,A2
tests,test_requests.py,Simple Dictionary,2335,2335,19,A2
tests,test_requests.py,Simple Dictionary,2337,2337,34,A2
tests,test_requests.py,Simple Dictionary,2338,2338,19,A2
tests,test_requests.py,Simple Dictionary,2344,2344,34,A2
tests,test_requests.py,Simple Dictionary,2345,2345,19,A2
tests,test_requests.py,Simple Dictionary,2349,2349,34,A2
tests,test_requests.py,Simple Dictionary,2354,2354,34,A2
tests,test_requests.py,Simple Dictionary,2355,2355,39,A2
tests,test_requests.py,Simple Dictionary,2359,2359,22,A2
tests,test_requests.py,Simple Dictionary,2363,2363,34,A2
tests,test_requests.py,Simple Dictionary,2369,2372,12,A2
tests,test_requests.py,Simple Dictionary,2380,2383,12,A2
tests,test_requests.py,Simple Dictionary,2398,2401,12,A2
tests,test_requests.py,Simple Dictionary,2403,2403,19,A2
tests,test_requests.py,Simple Dictionary,2418,2421,12,A2
tests,test_requests.py,Simple Dictionary,2577,2577,40,A2
tests,test_requests.py,Simple Dictionary,2601,2601,56,A2
tests,test_requests.py,Simple Dictionary,2634,2634,48,A2
tests,test_requests.py,Simple Dictionary,2673,2673,23,A2
tests,test_requests.py,Simple Dictionary,220,220,19,A2
tests,test_requests.py,Simple Dictionary,232,232,19,A2
tests,test_requests.py,Simple Dictionary,311,311,61,A2
tests,test_requests.py,Simple Dictionary,373,373,50,A2
tests,test_requests.py,Simple Dictionary,395,395,19,A2
tests,test_requests.py,Simple Dictionary,406,406,49,A2
tests,test_requests.py,Simple Dictionary,413,413,46,A2
tests,test_requests.py,Simple Dictionary,420,420,42,A2
tests,test_requests.py,Simple Dictionary,793,793,40,A2
tests,test_requests.py,Simple Dictionary,808,808,40,A2
tests,test_requests.py,Simple Dictionary,857,857,40,A2
tests,test_requests.py,Simple Dictionary,920,920,21,A2
tests,test_requests.py,Simple Dictionary,921,921,21,A2
tests,test_requests.py,Simple Dictionary,922,922,21,A2
tests,test_requests.py,Simple Dictionary,923,923,21,A2
tests,test_requests.py,Simple Dictionary,924,924,19,A2
tests,test_requests.py,Simple Dictionary,933,933,20,A2
tests,test_requests.py,Simple Dictionary,969,969,13,A2
tests,test_requests.py,Simple Dictionary,970,970,13,A2
tests,test_requests.py,Simple Dictionary,971,971,13,A2
tests,test_requests.py,Simple Dictionary,972,972,13,A2
tests,test_requests.py,Simple Dictionary,973,973,13,A2
tests,test_requests.py,Simple Dictionary,974,974,13,A2
tests,test_requests.py,Simple Dictionary,976,979,16,A2
tests,test_requests.py,Simple Dictionary,983,986,16,A2
tests,test_requests.py,1 List Dictionary,1047,1047,48,B1
tests,test_requests.py,Simple Dictionary,1133,1133,23,A2
tests,test_requests.py,Simple Dictionary,1134,1137,24,A2
tests,test_requests.py,Simple Dictionary,1145,1145,29,A2
tests,test_requests.py,Simple Dictionary,1148,1148,53,A2
tests,test_requests.py,1 List Dictionary,1173,1173,53,B1
tests,test_requests.py,Simple Dictionary,1182,1182,55,A2
tests,test_requests.py,Simple Dictionary,1220,1220,20,A2
tests,test_requests.py,Simple Dictionary,1603,1603,56,A2
tests,test_requests.py,Simple Dictionary,1695,1695,42,A2
tests,test_requests.py,Simple Dictionary,1701,1701,41,A2
tests,test_requests.py,Simple Dictionary,1738,1738,13,A2
tests,test_requests.py,1 Nested Dictionary,1739,1739,13,B1
tests,test_requests.py,1 List Dictionary,1740,1740,13,B1
tests,test_requests.py,Simple Dictionary,1802,1802,53,A2
tests,test_requests.py,Simple Dictionary,1806,1806,36,A2
tests,test_requests.py,Simple Dictionary,1811,1811,36,A2
tests,test_requests.py,Simple Dictionary,1826,1826,60,A2
tests,test_requests.py,Simple Dictionary,1872,1872,19,A2
tests,test_requests.py,Simple Dictionary,2093,2093,48,A2
tests,test_requests.py,Simple Dictionary,2102,2102,17,A2
tests,test_requests.py,Simple Dictionary,2103,2103,17,A2
tests,test_requests.py,Simple Dictionary,2270,2270,32,A2
tests,test_requests.py,Simple Dictionary,2812,2812,16,A2
tests,test_requests.py,Simple Dictionary,2817,2817,16,A2
tests,test_requests.py,Simple Dictionary,2822,2822,16,A2
tests,test_requests.py,Simple Dictionary,2827,2827,16,A2
tests,test_requests.py,Simple Dictionary,602,602,46,A2
tests,test_requests.py,Simple Dictionary,607,607,51,A2
tests,test_requests.py,Simple Dictionary,610,610,44,A2
tests,test_requests.py,Simple Dictionary,613,613,51,A2
tests,test_requests.py,Simple Dictionary,616,616,44,A2
tests,test_requests.py,Simple Dictionary,797,797,45,A2
tests,test_requests.py,Simple Dictionary,861,861,44,A2
tests,test_requests.py,Simple Dictionary,861,861,68,A2
tests,test_requests.py,Simple Dictionary,995,995,44,A2
tests,test_requests.py,Simple Dictionary,1062,1062,21,A2
tests,test_requests.py,Simple Dictionary,1063,1063,23,A2
tests,test_requests.py,Simple Dictionary,1064,1064,22,A2
tests,test_requests.py,Simple Dictionary,1082,1082,22,A2
tests,test_requests.py,Simple Dictionary,1092,1092,21,A2
tests,test_requests.py,Simple Dictionary,1093,1093,22,A2
tests,test_requests.py,Simple Dictionary,1534,1534,64,A2
tests,test_requests.py,Simple Dictionary,1739,1739,21,A2
tests,test_requests.py,Simple Dictionary,2769,2769,56,A2
tests,test_requests.py,Simple Dictionary,160,160,54,A2
tests,test_requests.py,Simple Dictionary,899,899,68,A2
tests,test_requests.py,Simple Dictionary,1133,1133,44,A2
tests,test_requests.py,Simple Dictionary,1062,1062,42,A2
tests,test_requests.py,Print,274,274,8,A1
tests,test_requests.py,'range' call function,330,330,17,A2
tests,test_requests.py,Files --> 'read' call function,1973,1973,8,A2
tests,test_requests.py,Print,729,729,12,A1
tests,test_requests.py,Files --> 'open' call function,796,796,13,A2
tests,test_requests.py,Files --> 'open' call function,860,860,13,A2
tests,test_requests.py,Files --> 'open' call function,897,897,13,A2
tests,test_requests.py,Files --> 'open' call function,1059,1059,13,A2
tests,test_requests.py,Files --> 'open' call function,1078,1078,13,A2
tests,test_requests.py,Files --> 'open' call function,1088,1088,13,A2
tests,test_requests.py,Files --> 'open' call function,1101,1101,13,A2
tests,test_requests.py,Files --> 'open' call function,1112,1112,13,A2
tests,test_requests.py,Files --> 'open' call function,1131,1131,13,A2
tests,test_requests.py,Files --> 'open' call function,1533,1533,13,A2
tests,test_requests.py,Files --> 'read' call function,1962,1962,15,A2
tests,test_requests.py,Files --> 'read' call function,1965,1965,15,A2
tests,test_requests.py,Files --> 'read' call function,1969,1969,15,A2
tests,test_requests.py,Files --> 'read' call function,1976,1976,15,A2
tests,test_requests.py,Files --> 'read' call function,1979,1979,15,A2
tests,test_requests.py,Files --> 'read' call function,1983,1983,15,A2
tests,test_requests.py,Print,638,638,16,A1
tests,test_requests.py,Files --> 'read' call function,760,760,19,A2
tests,test_requests.py,Files --> 'read' call function,763,763,19,A2
tests,test_requests.py,Files --> 'open' call function,1132,1132,17,A2
tests,test_requests.py,Simple Atributte,74,74,4,A2
tests,test_requests.py,Simple Atributte,2131,2131,5,A2
tests,test_requests.py,Simple Atributte,2553,2553,11,A2
tests,test_requests.py,Simple Atributte,2632,2632,13,A2
tests,test_requests.py,Simple Atributte,2617,2617,1,A2
tests,test_requests.py,Simple Atributte,2639,2639,1,A2
tests,test_requests.py,Simple Atributte,2658,2658,1,A2
tests,test_requests.py,Simple Atributte,84,84,8,A2
tests,test_requests.py,Simple Atributte,85,85,8,A2
tests,test_requests.py,Simple Atributte,86,86,8,A2
tests,test_requests.py,Simple Atributte,87,87,8,A2
tests,test_requests.py,Simple Atributte,88,88,8,A2
tests,test_requests.py,Simple Atributte,89,89,8,A2
tests,test_requests.py,Simple Atributte,90,90,8,A2
tests,test_requests.py,Simple Atributte,91,91,8,A2
tests,test_requests.py,Simple Atributte,95,95,5,A2
tests,test_requests.py,Simple Atributte,113,113,8,A2
tests,test_requests.py,Simple Atributte,114,114,8,A2
tests,test_requests.py,Simple Atributte,120,120,5,A2
tests,test_requests.py,Simple Atributte,125,125,5,A2
tests,test_requests.py,Simple Atributte,130,130,5,A2
tests,test_requests.py,Simple Atributte,146,146,5,A2
tests,test_requests.py,Simple Atributte,194,194,8,A2
tests,test_requests.py,Simple Atributte,191,191,5,A2
tests,test_requests.py,Simple Atributte,204,204,8,A2
tests,test_requests.py,Simple Atributte,214,214,15,A2
tests,test_requests.py,Simple Atributte,224,224,15,A2
tests,test_requests.py,Simple Atributte,236,236,15,A2
tests,test_requests.py,Simple Atributte,252,252,8,A2
tests,test_requests.py,Simple Atributte,270,270,15,A2
tests,test_requests.py,Simple Atributte,278,278,15,A2
tests,test_requests.py,Simple Atributte,285,285,15,A2
tests,test_requests.py,Simple Atributte,292,292,15,A2
tests,test_requests.py,Simple Atributte,299,299,15,A2
tests,test_requests.py,Simple Atributte,306,306,15,A2
tests,test_requests.py,Simple Atributte,316,316,8,A2
tests,test_requests.py,Simple Atributte,339,339,8,A2
tests,test_requests.py,Simple Atributte,340,340,8,A2
tests,test_requests.py,Simple Atributte,344,344,8,A2
tests,test_requests.py,Simple Atributte,428,428,8,A2
tests,test_requests.py,Simple Atributte,451,451,8,A2
tests,test_requests.py,Simple Atributte,459,459,8,A2
tests,test_requests.py,Simple Atributte,470,470,17,A2
tests,test_requests.py,Simple Atributte,479,479,17,A2
tests,test_requests.py,Simple Atributte,484,484,17,A2
tests,test_requests.py,Simple Atributte,508,508,8,A2
tests,test_requests.py,Simple Atributte,525,525,5,A2
tests,test_requests.py,Simple Atributte,551,551,8,A2
tests,test_requests.py,Simple Atributte,555,555,5,A2
tests,test_requests.py,Simple Atributte,583,583,5,A2
tests,test_requests.py,Simple Atributte,663,663,5,A2
tests,test_requests.py,Simple Atributte,689,689,19,A2
tests,test_requests.py,Simple Atributte,720,720,24,A2
tests,test_requests.py,Simple Atributte,737,737,24,A2
tests,test_requests.py,Simple Atributte,747,747,24,A2
tests,test_requests.py,Simple Atributte,755,755,24,A2
tests,test_requests.py,Simple Atributte,766,766,24,A2
tests,test_requests.py,Simple Atributte,782,782,24,A2
tests,test_requests.py,Simple Atributte,917,917,5,A2
tests,test_requests.py,Simple Atributte,966,966,5,A2
tests,test_requests.py,Simple Atributte,1003,1003,5,A2
tests,test_requests.py,Simple Atributte,1068,1068,5,A2
tests,test_requests.py,Simple Atributte,1186,1186,8,A2
tests,test_requests.py,Simple Atributte,1192,1192,24,A2
tests,test_requests.py,Simple Atributte,1201,1201,8,A2
tests,test_requests.py,Simple Atributte,1226,1226,8,A2
tests,test_requests.py,Simple Atributte,1388,1388,29,A2
tests,test_requests.py,Simple Atributte,1397,1397,13,A2
tests,test_requests.py,Simple Atributte,1410,1410,16,A2
tests,test_requests.py,Simple Atributte,1416,1416,8,A2
tests,test_requests.py,Simple Atributte,1425,1425,8,A2
tests,test_requests.py,Simple Atributte,1426,1426,8,A2
tests,test_requests.py,Simple Atributte,1427,1427,8,A2
tests,test_requests.py,Simple Atributte,1437,1437,8,A2
tests,test_requests.py,Simple Atributte,1438,1438,8,A2
tests,test_requests.py,Simple Atributte,1447,1447,8,A2
tests,test_requests.py,Simple Atributte,1448,1448,8,A2
tests,test_requests.py,Simple Atributte,1449,1449,8,A2
tests,test_requests.py,Simple Atributte,1450,1450,8,A2
tests,test_requests.py,Simple Atributte,1456,1456,8,A2
tests,test_requests.py,Simple Atributte,1458,1458,8,A2
tests,test_requests.py,Simple Atributte,1459,1459,8,A2
tests,test_requests.py,Simple Atributte,1460,1460,8,A2
tests,test_requests.py,Simple Atributte,1470,1470,8,A2
tests,test_requests.py,Simple Atributte,1478,1478,8,A2
tests,test_requests.py,Simple Atributte,1483,1483,8,A2
tests,test_requests.py,Simple Atributte,1498,1498,8,A2
tests,test_requests.py,Simple Atributte,1501,1501,8,A2
tests,test_requests.py,Simple Atributte,1487,1487,5,A2
tests,test_requests.py,Simple Atributte,1584,1584,8,A2
tests,test_requests.py,Simple Atributte,1595,1595,18,A2
tests,test_requests.py,Simple Atributte,1640,1640,8,A2
tests,test_requests.py,Simple Atributte,1735,1735,5,A2
tests,test_requests.py,Simple Atributte,1751,1751,5,A2
tests,test_requests.py,Simple Atributte,1771,1771,5,A2
tests,test_requests.py,Simple Atributte,1815,1815,5,A2
tests,test_requests.py,Simple Atributte,1825,1825,8,A2
tests,test_requests.py,Simple Atributte,1921,1921,5,A2
tests,test_requests.py,Simple Atributte,1937,1937,15,A2
tests,test_requests.py,Simple Atributte,1944,1944,15,A2
tests,test_requests.py,Simple Atributte,2050,2050,29,A2
tests,test_requests.py,Simple Atributte,2051,2051,8,A2
tests,test_requests.py,Simple Atributte,2060,2060,8,A2
tests,test_requests.py,Simple Atributte,2068,2068,5,A2
tests,test_requests.py,Simple Atributte,2086,2086,16,A2
tests,test_requests.py,Simple Atributte,2088,2088,20,A2
tests,test_requests.py,Simple Atributte,2120,2120,15,A2
tests,test_requests.py,Simple Atributte,2129,2129,15,A2
tests,test_requests.py,Simple Atributte,2131,2131,5,A2
tests,test_requests.py,Simple Atributte,2164,2164,8,A2
tests,test_requests.py,Simple Atributte,2165,2165,8,A2
tests,test_requests.py,Simple Atributte,2166,2166,8,A2
tests,test_requests.py,Simple Atributte,2177,2177,8,A2
tests,test_requests.py,Simple Atributte,2180,2180,15,A2
tests,test_requests.py,Simple Atributte,2244,2244,36,A2
tests,test_requests.py,Simple Atributte,2260,2260,15,A2
tests,test_requests.py,Simple Atributte,2267,2267,5,A2
tests,test_requests.py,Simple Atributte,2440,2440,5,A2
tests,test_requests.py,Simple Atributte,2491,2491,5,A2
tests,test_requests.py,Simple Atributte,2503,2503,5,A2
tests,test_requests.py,Simple Atributte,2516,2516,5,A2
tests,test_requests.py,Simple Atributte,2526,2526,5,A2
tests,test_requests.py,Simple Atributte,2537,2537,5,A2
tests,test_requests.py,Simple Atributte,2550,2550,15,A2
tests,test_requests.py,Simple Atributte,2558,2558,8,A2
tests,test_requests.py,Simple Atributte,2559,2559,8,A2
tests,test_requests.py,Simple Atributte,2560,2560,8,A2
tests,test_requests.py,Simple Atributte,2561,2561,8,A2
tests,test_requests.py,Simple Atributte,2562,2562,8,A2
tests,test_requests.py,Simple Atributte,2577,2577,8,A2
tests,test_requests.py,Simple Atributte,2578,2578,8,A2
tests,test_requests.py,Simple Atributte,2579,2579,8,A2
tests,test_requests.py,Simple Atributte,2592,2592,4,A2
tests,test_requests.py,Simple Atributte,2593,2593,22,A2
tests,test_requests.py,Simple Atributte,2598,2598,11,A2
tests,test_requests.py,Simple Atributte,2599,2599,9,A2
tests,test_requests.py,Simple Atributte,2600,2600,11,A2
tests,test_requests.py,Simple Atributte,2602,2602,25,A2
tests,test_requests.py,Simple Atributte,2627,2627,14,A2
tests,test_requests.py,Simple Atributte,2629,2629,4,A2
tests,test_requests.py,Simple Atributte,2617,2617,1,A2
tests,test_requests.py,Simple Atributte,2652,2652,4,A2
tests,test_requests.py,Simple Atributte,2655,2655,11,A2
tests,test_requests.py,Simple Atributte,2639,2639,1,A2
tests,test_requests.py,Simple Atributte,2682,2682,11,A2
